replies_count,participants_count,likes,comments,shares,website_type,friends,followes,safety_r,reputation,trustworthiness,child_safety,date,domain_rank
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,802,79662
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,0,0,0,0,2,0,0,1,0,0,0,806,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,2,0,0,0,1.2,24,28,807,0
0,0,0,0,0,2,0,0,1,2.5,50,28,810,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,810,79662
0,0,0,0,0,2,0,0,1,2.5,50,11,815,0
0,0,0,0,0,2,0,0,2,4.7,94,94,814,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,794,15846
0,0,0,0,0,2,17913,17979,2,3.5,69,70,811,79662
0,0,0,0,0,1,894063,903261,2,3.6,72,85,798,15846
0,0,0,0,0,2,17913,17979,2,3.5,69,70,802,79662
0,0,0,0,0,2,17913,17979,2,3.5,69,70,793,79662
0,0,0,0,0,1,0,0,1,3,60,54,793,25689
0,0,0,0,0,2,247478,141344,2,4,81,85,818,14170
0,0,0,0,0,2,569990,975522,2,4.7,94,82,811,2182
0,0,0,0,0,2,0,0,2,4.7,94,94,811,0
0,0,0,0,0,2,194264,192570,2,4.3,86,89,811,70635
0,0,0,0,0,2,569990,975522,2,4.7,94,82,814,2182
0,0,0,0,0,2,0,0,1,3.1,63,77,798,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,802,79662
0,0,0,0,0,2,17913,17979,2,3.5,69,70,801,79662
0,0,0,0,0,2,23390,23847,1,2.9,57,71,816,0
0,0,0,0,0,2,0,0,1,0,0,0,801,0
0,0,0,0,0,1,0,0,1,3,60,54,805,25689
0,0,597,0,597,2,569990,975522,2,4.7,94,82,813,2182
0,0,0,0,0,2,569990,975522,2,4.7,94,82,812,2182
0,1,0,0,0,2,0,0,1,4.6,92,90,811,51784
0,0,0,0,0,2,17913,17979,2,3.5,69,70,804,79662
0,0,0,0,0,2,625017,615966,1,0,0,0,800,0
0,0,0,0,0,2,0,0,1,2.4,48,3,819,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,46811,46221,1,2.6,52,57,815,60463
0,0,0,0,0,2,0,0,1,0,0,0,810,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,0,0,2,4.7,94,94,810,0
0,0,0,0,0,3,34089,34114,1,3.9,78,82,802,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,811,79662
0,0,0,0,0,3,34089,34114,1,3.9,78,82,814,0
0,0,0,0,0,3,34089,34114,1,3.9,78,82,804,0
0,1,0,0,0,2,0,0,2,4,81,76,819,12993
0,0,0,0,0,2,353664,342787,1,4,80,93,815,43327
0,0,0,0,0,2,0,0,1,0,0,0,792,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,804,15846
0,0,0,0,0,3,34089,34114,1,3.9,78,82,790,0
0,0,0,0,0,2,0,0,1,0,0,0,803,17366
0,0,0,0,0,1,894063,903261,2,3.6,72,85,803,15846
0,0,0,0,0,8,942660,944956,2,4.6,92,92,806,38347
0,0,0,0,0,2,111715,106115,2,3.3,65,70,819,40480
0,0,0,0,0,2,247478,141344,2,4,81,85,818,14170
0,0,0,0,0,2,17913,17979,2,3.5,69,70,796,79662
0,0,0,0,0,3,0,0,1,2.5,50,52,810,88660
0,0,0,0,0,2,0,0,2,4.7,94,94,816,0
0,0,0,0,0,2,108241,107041,1,2.1,42,58,804,0
0,0,0,0,0,2,0,0,1,3.3,66,61,820,17423
0,1,0,0,0,2,0,0,2,4.5,89,87,812,82758
0,0,0,0,0,2,569990,975522,2,4.7,94,82,812,2182
0,1,0,0,0,2,0,0,1,0,0,0,793,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,812,2182
0,0,0,0,0,2,353664,342787,1,4,80,93,794,43327
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,943,0,943,2,569990,975522,2,4.7,94,82,812,2182
0,0,0,0,0,2,0,0,1,2.5,50,11,818,0
0,1,0,0,0,2,0,0,2,4.5,89,87,811,82758
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,1,0,0,0,2,0,0,2,4.5,89,87,801,82758
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,0,0,0,0,2,17913,17979,2,3.5,69,70,804,79662
0,0,0,0,0,2,0,0,1,0,0,0,811,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,795,79662
0,0,0,0,0,2,625017,615966,1,0,0,0,791,0
0,0,0,0,0,2,0,0,1,0,0,0,809,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,807,15846
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,31181,31205,1,2.5,50,33,818,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,791,79662
0,0,0,0,0,2,17913,17979,2,3.5,69,70,801,79662
0,0,0,0,0,2,569990,975522,2,4.7,94,82,812,2182
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,4.3,87,0,814,0
0,0,0,0,0,2,0,0,2,4.7,94,94,816,0
0,0,856,0,856,2,569990,975522,2,4.7,94,82,805,2182
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,0,0,1,3.1,63,77,814,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,816,79662
0,0,0,0,0,2,0,0,1,2.8,56,56,812,44451
0,0,0,0,0,2,0,0,1,0,0,0,811,0
0,0,0,0,0,2,0,0,1,4.3,87,0,803,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,807,2182
0,0,0,0,0,1,894063,903261,2,3.6,72,85,805,15846
0,0,0,0,0,8,942660,944956,2,4.6,92,92,803,38347
0,0,0,0,0,3,34089,34114,1,3.9,78,82,811,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,813,2182
0,0,0,0,0,2,569990,975522,2,4.7,94,82,807,2182
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,0,0,1,0,0,0,808,0
0,0,676,0,676,2,569990,975522,2,4.7,94,82,814,2182
0,0,0,0,0,1,1393286,1241968,2,4.5,90,90,808,5772
0,0,278,0,278,2,569990,975522,2,4.7,94,82,813,2182
0,0,0,0,0,2,0,0,1,4.3,87,0,798,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,800,79662
0,0,0,0,0,2,0,0,1,0,0,0,813,17592
0,0,0,0,0,2,569990,975522,2,4.7,94,82,807,2182
0,0,0,0,0,2,0,0,1,0,0,0,790,0
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,569990,975522,2,4.7,94,82,819,2182
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,2,569990,975522,2,4.7,94,82,808,2182
0,0,623,0,623,2,569990,975522,2,4.7,94,82,811,2182
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,814,2182
0,0,14,0,14,2,569990,975522,2,4.7,94,82,811,2182
0,0,29,0,29,2,569990,975522,2,4.7,94,82,814,2182
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,2,569990,975522,2,4.7,94,82,805,2182
0,0,132,0,132,2,569990,975522,2,4.7,94,82,815,2182
0,0,0,0,0,2,422556,424165,2,4.3,87,87,819,538
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,3,34089,34114,1,3.9,78,82,804,0
0,0,0,0,0,2,0,0,1,0,0,0,803,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,821,0,821,2,569990,975522,2,4.7,94,82,814,2182
0,0,0,0,0,2,0,0,1,4.6,92,90,800,51784
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,353664,342787,1,4,80,93,794,43327
0,0,0,0,0,2,569990,975522,2,4.7,94,82,820,2182
0,0,0,0,0,2,0,0,2,4.7,94,94,819,0
0,1,0,0,0,2,0,0,2,4.5,89,87,802,82758
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,0,0,0,0,2,0,0,1,0,0,0,803,67959
0,0,0,0,0,2,569990,975522,2,4.7,94,82,817,2182
0,0,0,0,0,2,569990,975522,2,4.7,94,82,814,2182
0,0,30,0,30,2,569990,975522,2,4.7,94,82,812,2182
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,8,942660,944956,2,4.6,92,92,820,18495
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,814,2182
0,0,8,0,8,2,569990,975522,2,4.7,94,82,813,2182
0,0,0,0,0,2,0,0,2,4.7,94,94,820,0
0,0,0,0,0,2,0,0,2,4.1,82,90,817,8968
0,1,0,0,0,2,0,0,2,4.5,89,87,802,82758
0,0,0,0,0,2,0,0,1,0,0,0,802,0
0,0,0,0,0,2,0,0,1,2.5,50,0,816,0
0,0,0,0,0,2,353664,342787,1,4,80,93,807,43327
0,0,0,0,0,2,569990,975522,2,4.7,94,82,818,2182
0,0,0,0,0,2,569990,975522,2,4.7,94,82,814,2182
0,0,0,0,0,4,0,0,1,0,0,0,808,0
0,0,0,0,0,2,0,0,1,0,0,0,797,3921
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,819,15846
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,1,856,0,856,2,0,0,2,4,81,76,818,12993
0,0,0,0,0,2,0,0,1,0,0,0,808,0
0,0,0,0,0,2,0,0,1,3,60,0,816,18896
0,0,0,0,0,2,0,0,2,4.5,91,53,802,33221
0,0,0,0,0,2,372227,304568,1,3.3,65,84,798,7587
0,0,61,0,61,2,569990,975522,2,4.7,94,82,812,2182
0,0,0,0,0,2,353664,342787,1,4,80,93,794,43327
0,0,0,0,0,2,569990,975522,2,4.7,94,82,819,2182
0,0,0,0,0,2,247478,141344,2,4,81,85,820,14170
0,0,9,0,9,2,569990,975522,2,4.7,94,82,814,2182
0,0,0,0,0,2,353664,342787,1,4,80,93,814,43327
0,0,0,0,0,2,0,0,1,4.3,87,0,803,0
0,1,0,0,0,2,0,0,2,4.5,89,87,806,82758
0,0,0,0,0,2,0,0,1,0,0,0,807,0
0,0,0,0,0,2,0,0,1,3.3,66,61,820,17423
0,0,0,0,0,2,0,0,1,0,0,0,810,0
0,0,0,0,0,3,0,0,1,2.5,50,52,814,88660
0,0,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,0,0,0,802,0
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,0,0,1,0,0,0,793,3921
0,0,0,0,0,2,0,0,2,4.1,82,90,818,8968
0,0,0,0,0,8,942660,944956,2,4.6,92,92,819,18495
0,0,0,0,0,2,569990,975522,2,4.7,94,82,818,2182
0,0,517,0,517,7,823844,815195,2,4.7,93,89,804,16425
0,0,0,0,0,2,0,0,1,2.4,48,3,791,0
0,0,0,0,0,4,0,0,1,0,0,0,792,0
0,0,0,0,0,2,0,0,1,2.9,58,80,806,0
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,0,0,0,0,2,0,0,1,0,0,0,813,0
0,1,0,0,0,2,0,0,2,4.5,89,87,812,82758
0,0,942,0,942,2,569990,975522,2,4.7,94,82,816,2182
0,0,0,0,0,2,616717,596782,2,3.5,70,74,819,10414
0,0,0,0,0,2,0,0,2,4.7,94,94,815,0
0,0,0,0,0,2,0,0,1,0,0,0,803,3921
0,0,0,0,0,2,0,0,1,2.8,56,56,808,44451
0,0,0,0,0,2,353664,342787,1,4,80,93,814,43327
0,0,0,0,0,2,0,0,1,0,0,0,800,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,790,79662
0,1,3,0,3,2,0,0,2,4,81,76,817,12993
0,0,0,0,0,2,0,0,1,0,0,0,806,3921
0,0,0,0,0,2,0,0,1,2.5,50,11,819,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,820,79662
0,0,0,0,0,2,0,0,1,2.5,50,0,802,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,1,0,0,1,3,60,54,811,25689
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,0,0,1,0,0,0,801,0
0,0,0,0,0,2,0,0,1,2.5,50,0,808,0
0,0,0,0,0,2,0,0,1,0,0,0,794,0
0,0,0,0,0,2,0,0,1,0,0,0,805,3921
0,0,0,0,0,2,0,0,1,2.5,50,11,792,0
0,0,0,0,0,2,1402,1375,1,0,0,0,811,0
0,0,0,0,0,2,353664,342787,1,4,80,93,805,43327
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,0,0,1,0,0,0,808,0
0,1,0,0,0,2,0,0,2,4.5,89,87,818,82758
0,0,0,0,0,2,17913,17979,2,3.5,69,70,802,79662
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,0.3,7,29,818,36674
0,0,0,0,0,2,59051,60734,1,0,0,0,818,0
0,0,0,0,0,2,0,0,1,0,0,0,790,0
0,0,0,0,0,2,0,0,1,2.5,50,0,792,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,815,2182
0,0,0,0,0,2,724899,724899,2,4.3,85,87,800,23349
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,0,0,0,0,2,108241,107041,1,2.1,42,58,813,0
0,0,0,0,0,2,372227,304568,1,3.3,65,84,814,7587
0,0,0,0,0,2,0,0,2,4.4,88,88,818,61423
0,0,0,0,0,2,0,0,1,4.2,84,0,812,0
0,0,0,0,0,2,353664,342787,1,4,80,93,808,43327
0,0,0,0,0,2,17913,17979,2,3.5,69,70,799,79662
0,0,0,0,0,2,0,0,1,0,0,0,793,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,815,15846
0,0,0,0,0,2,17913,17979,2,3.5,69,70,810,79662
0,0,0,0,0,1,894063,903261,2,3.6,72,85,819,15846
0,0,0,0,0,2,569990,975522,2,4.7,94,82,808,2182
0,0,0,0,0,2,353664,342787,1,4,80,93,807,43327
0,0,0,0,0,2,569990,975522,2,4.7,94,82,813,2182
0,0,0,0,0,2,0,0,1,0,0,0,815,61606
0,0,0,0,0,2,194264,192570,2,4.3,86,89,799,70635
0,0,0,0,0,2,0,0,1,0,0,0,808,0
0,0,777,0,777,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,2,0,0,1,3.5,70,0,817,87365
0,0,0,0,0,2,0,0,1,2.5,50,0,805,0
0,0,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,819,2182
0,0,0,0,0,2,353664,342787,1,4,80,93,814,43327
0,1,0,0,0,2,0,0,2,4.5,89,87,812,82758
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,819,79662
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,0,0,0,0,2,10075,10561,1,4.3,86,100,802,0
0,0,0,0,0,2,0,0,1,3,60,0,793,18896
0,1,0,0,0,2,0,0,2,4.5,89,87,805,82758
0,1,0,0,0,3,714,782,2,4.3,86,84,820,41475
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,654,0,654,2,569990,975522,2,4.7,94,82,812,2182
0,0,0,0,0,1,0,0,1,3,60,54,814,25689
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,2,0,0,1,0,0,0,793,0
0,1,0,0,0,2,0,0,2,4.5,89,87,802,82758
0,0,0,0,0,2,0,0,1,0,0,0,798,98679
0,0,0,0,0,2,0,0,2,4.7,94,94,811,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,807,2182
0,0,0,0,0,2,0,0,1,0,0,0,815,0
0,0,0,0,0,2,353664,342787,1,4,80,93,793,43327
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,2,0,0,1,2.8,56,56,811,44451
0,0,0,0,0,2,0,0,1,0,0,0,820,0
0,0,666,0,666,2,569990,975522,2,4.7,94,82,813,2182
0,1,0,0,0,2,127093,128617,2,4.3,87,87,814,23950
0,0,0,0,0,2,0,0,1,3.6,72,93,798,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,1,0,0,0,2,0,0,2,4.5,89,87,806,82758
0,0,0,0,0,2,0,0,1,0,0,0,811,0
0,1,0,0,0,2,0,0,2,4.5,89,87,804,82758
0,0,0,0,0,2,569990,975522,2,4.7,94,82,805,2182
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,0,0,1,2.5,50,11,818,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,1,894063,903261,2,3.6,72,85,792,15846
0,0,0,0,0,2,10252,10661,1,3.3,65,82,816,0
0,1,0,0,0,2,0,0,2,4.5,89,87,804,82758
0,1,0,0,0,3,714,782,2,4.3,86,84,820,41475
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,1,0,0,0,2,0,0,2,4.5,89,87,809,82758
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,0,17,0,17,2,569990,975522,2,4.7,94,82,815,2182
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,1,0,0,0,2,0,0,1,0,0,0,796,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,808,2182
0,1,0,0,0,2,127093,128617,2,4.3,87,87,818,23950
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,805,2182
0,0,0,0,0,2,0,0,2,4.5,90,89,810,54210
0,0,0,0,0,3,34089,34114,1,3.9,78,82,802,0
0,0,0,0,0,2,0,0,1,0,0,0,808,0
0,0,0,0,0,2,4155,4342,1,3.8,76,97,804,51246
0,0,0,0,0,2,0,0,1,0,0,0,810,0
0,0,0,0,0,2,0,0,1,0,0,0,803,0
2,3,0,0,0,2,0,0,2,4,81,76,819,12993
0,0,0,0,0,2,0,0,1,0,0,0,808,0
0,0,555,0,555,2,569990,975522,2,4.7,94,82,815,2182
0,0,0,0,0,2,0,0,1,2.5,49,51,810,0
0,0,0,0,0,2,0,0,1,0,0,0,820,32069
0,0,0,0,0,2,569990,975522,2,4.7,94,82,812,2182
0,0,0,0,0,2,353664,342787,1,4,80,93,793,43327
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,0,0,1,3,60,0,815,0
0,0,0,0,0,2,0,0,2,4.1,82,90,820,8968
0,0,0,0,0,2,0,0,2,4.7,94,94,819,0
0,0,0,0,0,3,34089,34114,1,3.9,78,82,809,0
0,0,0,0,0,2,353664,342787,1,4,80,93,797,43327
0,1,0,0,0,2,0,0,2,4.5,89,87,815,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,812,82758
0,0,0,0,0,2,0,0,1,2.5,50,0,815,0
0,0,490,0,490,2,569990,975522,2,4.7,94,82,814,2182
0,0,0,0,0,2,17913,17979,2,3.5,69,70,791,79662
0,0,0,0,0,2,358261,150020,2,3.6,73,71,819,10352
0,0,0,0,0,2,0,0,1,0,0,0,794,0
0,1,0,0,0,2,0,0,1,0,0,0,799,0
0,1,0,0,0,2,0,0,2,4.5,89,87,807,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,806,82758
0,0,0,0,0,1,0,0,1,3,60,54,808,25689
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,1,894063,903261,2,3.6,72,85,818,15846
0,1,0,0,0,2,0,0,2,4.5,89,87,805,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,804,82758
0,0,0,0,0,2,616717,596782,2,3.5,70,74,813,10414
0,1,0,0,0,2,0,0,2,4.5,89,87,812,82758
0,0,0,0,0,2,569990,975522,2,4.7,94,82,808,2182
0,0,0,0,0,1,0,0,1,3,60,54,806,25689
0,0,0,0,0,2,0,0,1,0,0,0,811,0
0,1,0,0,0,2,0,0,2,4.5,89,87,815,82758
0,1,0,0,0,2,127093,128617,2,4.3,87,87,818,23950
0,1,0,0,0,2,0,0,2,4.5,89,87,815,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,811,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,819,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,819,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,806,82758
0,1,188,0,188,2,0,0,2,3.9,77,99,820,6659
0,1,0,0,0,2,0,0,1,4.6,92,90,820,51784
0,1,0,0,0,2,0,0,2,4.5,89,87,811,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,801,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,805,82758
0,1,0,0,0,2,0,0,2,4.5,89,87,819,82758
0,1,0,0,0,2,31190,31215,1,2.5,50,33,817,0
